Physics,Chemistry,Math,Computer,English,Total Marks,Percentages %,Grades,GPA,Final Results
13,66,56,72,49,256.0,51.2,C+,2.048,FAIL
99,85,21,73,62,340.0,68.0,B,2.72,FAIL
48,93,29,4,5,179.0,35.8,C,1.432,FAIL
65,8,71,35,84,263.0,52.6,C+,2.104,FAIL
14,69,20,81,48,232.0,46.4,C,1.8560000000000003,FAIL
93,68,1,42,51,255.0,51.0,C+,2.04,FAIL
18,52,58,27,55,210.0,42.0,C,1.68,FAIL
62,76,82,47,16,283.0,56.6,C+,2.264,FAIL
99,34,0,38,92,263.0,52.6,C+,2.104,FAIL
99,31,79,24,27,260.0,52.0,C+,2.08,FAIL
39,92,22,23,59,235.0,47.0,C,1.88,FAIL
32,99,83,47,6,267.0,53.4,C+,2.136,FAIL
0,54,14,2,84,154.0,30.8,NG,1.232,FAIL
4,58,68,38,37,205.0,41.0,C,1.64,FAIL
36,67,3,84,69,259.0,51.8,C+,2.072,FAIL
60,95,65,93,94,407.0,81.4,A,3.256,PASS
53,6,71,20,34,184.0,36.8,C,1.472,FAIL
77,69,62,60,60,328.0,65.6,B,2.6240000000000006,PASS
58,86,68,47,43,302.0,60.4,B,2.416,PASS
62,70,86,94,94,406.0,81.2,A,3.248,PASS
88,8,79,40,7,222.0,44.4,C,1.776,FAIL
2,79,20,54,28,183.0,36.6,C,1.464,FAIL
62,47,77,60,51,297.0,59.4,C+,2.376,PASS
34,58,94,91,90,367.0,73.4,B+,2.9360000000000004,FAIL
21,92,3,17,17,150.0,30.0,NG,1.2,FAIL
69,32,88,92,28,309.0,61.8,B,2.472,FAIL
28,97,31,21,13,190.0,38.0,C,1.52,FAIL
96,84,67,54,84,385.0,77.0,B+,3.08,PASS
47,54,95,81,59,336.0,67.2,B,2.688,PASS
3,81,80,20,37,221.0,44.2,C,1.768,FAIL
67,83,93,62,96,401.0,80.2,A,3.208,PASS
70,38,86,23,33,250.0,50.0,C+,2.0,FAIL
75,39,74,42,23,253.0,50.6,C+,2.024,FAIL
54,77,47,86,3,267.0,53.4,C+,2.136,FAIL
64,66,70,32,92,324.0,64.8,B,2.592,FAIL
58,14,7,17,90,186.0,37.2,C,1.4880000000000002,FAIL
4,5,77,54,97,237.0,47.4,C,1.896,FAIL
62,83,93,18,44,300.0,60.0,B,2.4,FAIL
12,90,25,30,18,175.0,35.0,C,1.4,FAIL
85,8,41,88,27,249.0,49.8,C,1.992,FAIL
57,93,40,34,94,318.0,63.6,B,2.544,FAIL
39,91,62,32,28,252.0,50.4,C+,2.016,FAIL
64,8,90,68,73,303.0,60.6,B,2.424,FAIL
63,9,47,6,21,146.0,29.2,NG,1.168,FAIL
60,86,87,76,18,327.0,65.4,B,2.616,FAIL
8,28,3,74,41,154.0,30.8,NG,1.232,FAIL
45,29,89,20,42,225.0,45.0,C,1.8,FAIL
49,21,13,8,67,158.0,31.6,NG,1.264,FAIL
14,94,96,44,38,286.0,57.2,C+,2.288,FAIL
44,22,75,58,91,290.0,58.0,C+,2.32,FAIL
15,10,66,79,19,189.0,37.8,C,1.5119999999999998,FAIL
74,64,81,87,13,319.0,63.8,B,2.552,FAIL
34,27,58,55,67,241.0,48.2,C,1.928,FAIL
15,31,11,77,87,221.0,44.2,C,1.768,FAIL
18,59,20,15,99,211.0,42.2,C,1.6879999999999997,FAIL
14,15,84,3,90,206.0,41.2,C,1.648,FAIL
63,22,80,95,74,334.0,66.8,B,2.6719999999999997,FAIL
97,99,74,37,20,327.0,65.4,B,2.616,FAIL
76,61,57,40,15,249.0,49.8,C,1.992,FAIL
86,7,39,4,29,165.0,33.0,NG,1.32,FAIL
37,80,51,40,60,268.0,53.6,C+,2.144,PASS
59,60,69,65,95,348.0,69.6,B,2.784,PASS
62,17,82,35,24,220.0,44.0,C,1.76,FAIL
22,87,60,51,68,288.0,57.6,C+,2.304,FAIL
63,41,90,76,32,302.0,60.4,B,2.416,FAIL
26,19,49,15,72,181.0,36.2,C,1.4479999999999997,FAIL
69,92,23,77,32,293.0,58.6,C+,2.344,FAIL
18,98,21,86,44,267.0,53.4,C+,2.136,FAIL
19,4,62,10,53,148.0,29.6,NG,1.184,FAIL
78,84,76,28,43,309.0,61.8,B,2.472,FAIL
79,51,75,83,71,359.0,71.8,B+,2.872,PASS
9,56,88,13,58,224.0,44.8,C,1.7920000000000003,FAIL
99,5,26,49,93,272.0,54.4,C+,2.176,FAIL
51,41,92,89,6,279.0,55.8,C+,2.232,FAIL
51,5,38,28,3,125.0,25.0,NG,1.0,FAIL
99,23,97,4,18,241.0,48.2,C,1.928,FAIL
73,71,94,31,71,340.0,68.0,B,2.72,FAIL
83,94,11,76,46,310.0,62.0,B,2.48,FAIL
21,36,58,15,92,222.0,44.4,C,1.776,FAIL
45,35,33,40,87,240.0,48.0,C,1.92,FAIL
30,30,75,95,18,248.0,49.6,C,1.984,FAIL
90,39,82,43,81,335.0,67.0,B,2.68,PASS
41,74,25,44,90,274.0,54.8,C+,2.192,FAIL
48,10,4,9,33,104.0,20.8,NG,0.8320000000000001,FAIL
60,81,73,46,64,324.0,64.8,B,2.592,PASS
77,94,58,13,28,270.0,54.0,C+,2.16,FAIL
3,52,23,13,25,116.0,23.2,NG,0.9280000000000002,FAIL
54,34,12,18,58,176.0,35.2,C,1.408,FAIL
30,0,80,35,8,153.0,30.6,NG,1.224,FAIL
40,56,77,60,3,236.0,47.2,C,1.888,FAIL
7,47,29,94,83,260.0,52.0,C+,2.08,FAIL
72,7,33,39,73,224.0,44.8,C,1.7920000000000003,FAIL
40,95,26,90,0,251.0,50.2,C+,2.008,FAIL
16,74,19,69,96,274.0,54.8,C+,2.192,FAIL
49,45,22,10,79,205.0,41.0,C,1.64,FAIL
5,9,83,10,40,147.0,29.4,NG,1.176,FAIL
17,22,49,83,4,175.0,35.0,C,1.4,FAIL
91,4,21,35,10,161.0,32.2,NG,1.288,FAIL
11,84,80,64,89,328.0,65.6,B,2.6240000000000006,FAIL
21,30,2,26,89,168.0,33.6,NG,1.344,FAIL
78,16,46,91,45,276.0,55.2,C+,2.208,FAIL
0,69,20,23,42,154.0,30.8,NG,1.232,FAIL
61,16,31,25,74,207.0,41.4,C,1.656,FAIL
62,66,35,35,29,227.0,45.4,C,1.8159999999999998,FAIL
32,51,3,95,9,190.0,38.0,C,1.52,FAIL
85,90,14,51,47,287.0,57.4,C+,2.296,FAIL
83,85,48,67,50,333.0,66.6,B,2.664,PASS
49,35,41,63,49,237.0,47.4,C,1.896,PASS
88,94,96,99,73,450.0,90.0,A+,3.6,PASS
38,5,80,77,34,234.0,46.8,C,1.872,FAIL
49,69,75,85,41,319.0,63.8,B,2.552,PASS
37,4,28,96,17,182.0,36.4,C,1.456,FAIL
49,90,88,58,88,373.0,74.6,B+,2.984,PASS
78,6,40,17,79,220.0,44.0,C,1.76,FAIL
67,3,85,48,88,291.0,58.2,C+,2.328,FAIL
88,18,74,42,10,232.0,46.4,C,1.8560000000000003,FAIL
45,81,45,37,9,217.0,43.4,C,1.736,FAIL
0,91,53,40,63,247.0,49.4,C,1.976,FAIL
69,63,14,50,97,293.0,58.6,C+,2.344,FAIL
32,81,87,15,64,279.0,55.8,C+,2.232,FAIL
6,34,92,56,83,271.0,54.2,C+,2.168,FAIL
43,95,21,86,71,316.0,63.2,B,2.528,FAIL
11,21,64,74,75,245.0,49.0,C,1.96,FAIL
25,51,75,16,22,189.0,37.8,C,1.5119999999999998,FAIL
79,50,56,37,57,279.0,55.8,C+,2.232,PASS
89,17,1,90,90,287.0,57.4,C+,2.296,FAIL
3,29,30,1,63,126.0,25.2,NG,1.008,FAIL
43,62,47,70,72,294.0,58.8,C+,2.352,PASS
2,80,87,18,23,210.0,42.0,C,1.68,FAIL
0,4,99,18,36,157.0,31.4,NG,1.256,FAIL
3,35,52,86,82,258.0,51.6,C+,2.064,FAIL
15,27,21,0,73,136.0,27.2,NG,1.088,FAIL
89,17,94,9,67,276.0,55.2,C+,2.208,FAIL
1,0,93,38,1,133.0,26.6,NG,1.064,FAIL
66,65,2,3,97,233.0,46.6,C,1.864,FAIL
94,38,74,61,96,363.0,72.6,B+,2.904,PASS
90,58,20,44,14,226.0,45.2,C,1.808,FAIL
89,36,10,79,17,231.0,46.2,C,1.848,FAIL
69,86,9,37,12,213.0,42.6,C,1.704,FAIL
13,0,31,42,11,97.0,19.4,NG,0.7760000000000001,FAIL
54,5,72,71,42,244.0,48.8,C,1.952,FAIL
5,69,58,5,61,198.0,39.6,C,1.584,FAIL
95,46,77,63,24,305.0,61.0,B,2.44,FAIL
71,90,80,28,85,354.0,70.8,B+,2.832,FAIL
93,41,13,9,20,176.0,35.2,C,1.408,FAIL
75,5,85,21,98,284.0,56.8,C+,2.272,FAIL
2,41,6,39,85,173.0,34.6,NG,1.3839999999999997,FAIL
21,78,81,36,29,245.0,49.0,C,1.96,FAIL
64,47,34,47,93,285.0,57.0,C+,2.28,FAIL
32,27,81,15,87,242.0,48.4,C,1.936,FAIL
33,21,94,33,40,221.0,44.2,C,1.768,FAIL
36,14,23,16,44,133.0,26.6,NG,1.064,FAIL
4,62,52,51,98,267.0,53.4,C+,2.136,FAIL
85,47,51,47,0,230.0,46.0,C,1.84,FAIL
58,90,66,5,8,227.0,45.4,C,1.8159999999999998,FAIL
0,49,20,96,65,230.0,46.0,C,1.84,FAIL
11,10,33,63,26,143.0,28.6,NG,1.144,FAIL
25,57,23,22,50,177.0,35.4,C,1.416,FAIL
63,97,20,14,25,219.0,43.8,C,1.7519999999999998,FAIL
74,41,54,73,8,250.0,50.0,C+,2.0,FAIL
0,96,9,55,67,227.0,45.4,C,1.8159999999999998,FAIL
31,62,52,40,96,281.0,56.2,C+,2.248,FAIL
86,89,43,47,28,293.0,58.6,C+,2.344,FAIL
58,51,10,4,14,137.0,27.4,NG,1.096,FAIL
15,17,2,44,78,156.0,31.2,NG,1.248,FAIL
54,73,13,75,85,300.0,60.0,B,2.4,FAIL
6,9,75,87,51,228.0,45.6,C,1.824,FAIL
89,72,75,80,59,375.0,75.0,B+,3.0,PASS
70,78,57,96,55,356.0,71.2,B+,2.8480000000000003,PASS
32,76,32,10,5,155.0,31.0,NG,1.24,FAIL
75,23,42,33,29,202.0,40.4,C,1.6160000000000003,FAIL
25,73,74,57,67,296.0,59.2,C+,2.368,FAIL
26,7,62,42,12,149.0,29.8,NG,1.192,FAIL
76,82,42,60,48,308.0,61.6,B,2.464,PASS
24,8,61,84,36,213.0,42.6,C,1.704,FAIL
87,90,87,33,37,334.0,66.8,B,2.6719999999999997,FAIL
92,86,90,3,91,362.0,72.4,B+,2.8959999999999995,FAIL
49,82,39,2,7,179.0,35.8,C,1.432,FAIL
12,55,37,24,13,141.0,28.2,NG,1.128,FAIL
94,97,65,92,45,393.0,78.6,B+,3.144,PASS
88,88,66,49,86,377.0,75.4,B+,3.016,PASS
16,82,68,60,60,286.0,57.2,C+,2.288,FAIL
38,9,45,22,90,204.0,40.8,C,1.632,FAIL
66,15,44,55,16,196.0,39.2,C,1.568,FAIL
16,76,39,62,25,218.0,43.6,C,1.744,FAIL
70,9,28,41,19,167.0,33.4,NG,1.3359999999999999,FAIL
48,19,26,68,5,166.0,33.2,NG,1.328,FAIL
81,62,59,95,14,311.0,62.2,B,2.488,FAIL
94,20,13,11,5,143.0,28.6,NG,1.144,FAIL
8,82,77,26,17,210.0,42.0,C,1.68,FAIL
81,54,31,29,96,291.0,58.2,C+,2.328,FAIL
35,22,37,62,92,248.0,49.6,C,1.984,FAIL
10,26,65,13,29,143.0,28.6,NG,1.144,FAIL
40,47,47,97,19,250.0,50.0,C+,2.0,FAIL
43,39,95,92,38,307.0,61.4,B,2.456,PASS
28,17,67,73,63,248.0,49.6,C,1.984,FAIL
26,87,12,54,90,269.0,53.8,C+,2.152,FAIL
34,35,56,95,14,234.0,46.8,C,1.872,FAIL
58,40,67,11,86,262.0,52.4,C+,2.096,FAIL
24,54,46,41,52,217.0,43.4,C,1.736,FAIL
26,69,55,69,32,251.0,50.2,C+,2.008,FAIL
16,28,63,33,89,229.0,45.8,C,1.832,FAIL
11,12,88,11,44,166.0,33.2,NG,1.328,FAIL
63,65,18,67,70,283.0,56.6,C+,2.264,FAIL
23,22,0,74,71,190.0,38.0,C,1.52,FAIL
31,16,10,62,52,171.0,34.2,NG,1.368,FAIL
66,60,51,11,11,199.0,39.8,C,1.592,FAIL
50,98,89,29,80,346.0,69.2,B,2.7679999999999993,FAIL
3,0,4,23,56,86.0,17.2,NG,0.688,FAIL
3,35,2,46,0,86.0,17.2,NG,0.688,FAIL
44,44,95,9,26,218.0,43.6,C,1.744,FAIL
60,31,4,70,33,198.0,39.6,C,1.584,FAIL
19,21,28,77,10,155.0,31.0,NG,1.24,FAIL
13,53,42,28,66,202.0,40.4,C,1.6160000000000003,FAIL
2,85,5,70,53,215.0,43.0,C,1.72,FAIL
74,84,8,16,95,277.0,55.4,C+,2.216,FAIL
59,99,95,2,31,286.0,57.2,C+,2.288,FAIL
83,25,51,44,65,268.0,53.6,C+,2.144,FAIL
39,58,58,92,20,267.0,53.4,C+,2.136,FAIL
11,13,34,61,56,175.0,35.0,C,1.4,FAIL
14,98,39,82,59,292.0,58.4,C+,2.336,FAIL
24,40,37,20,97,218.0,43.6,C,1.744,FAIL
51,50,65,3,6,175.0,35.0,C,1.4,FAIL
6,25,43,20,35,129.0,25.8,NG,1.032,FAIL
67,18,23,40,68,216.0,43.2,C,1.7280000000000002,FAIL
73,3,85,1,14,176.0,35.2,C,1.408,FAIL
50,59,92,97,24,322.0,64.4,B,2.576,FAIL
17,29,29,52,47,174.0,34.8,NG,1.392,FAIL
23,80,5,57,36,201.0,40.2,C,1.608,FAIL
63,77,65,50,55,310.0,62.0,B,2.48,PASS
55,98,83,33,49,318.0,63.6,B,2.544,FAIL
65,61,16,15,63,220.0,44.0,C,1.76,FAIL
68,97,26,30,45,266.0,53.2,C+,2.128,FAIL
96,93,32,43,94,358.0,71.6,B+,2.864,FAIL
75,49,77,27,56,284.0,56.8,C+,2.272,FAIL
4,56,4,40,78,182.0,36.4,C,1.456,FAIL
10,48,82,42,36,218.0,43.6,C,1.744,FAIL
45,71,10,97,5,228.0,45.6,C,1.824,FAIL
99,25,36,1,14,175.0,35.0,C,1.4,FAIL
84,98,36,0,37,255.0,51.0,C+,2.04,FAIL
52,47,39,91,14,243.0,48.6,C,1.944,FAIL
21,86,43,89,51,290.0,58.0,C+,2.32,FAIL
17,33,63,5,76,194.0,38.8,C,1.5520000000000003,FAIL
86,43,87,95,85,396.0,79.2,B+,3.168,PASS
86,84,7,82,46,305.0,61.0,B,2.44,FAIL
64,13,12,70,18,177.0,35.4,C,1.416,FAIL
67,76,6,4,84,237.0,47.4,C,1.896,FAIL
98,18,46,72,18,252.0,50.4,C+,2.016,FAIL
9,96,6,97,56,264.0,52.8,C+,2.112,FAIL
91,94,37,5,12,239.0,47.8,C,1.912,FAIL
5,16,44,90,45,200.0,40.0,C,1.6,FAIL
84,81,99,41,15,320.0,64.0,B,2.56,FAIL
45,59,86,90,99,379.0,75.8,B+,3.032,PASS
4,15,78,37,0,134.0,26.8,NG,1.072,FAIL
93,49,38,21,5,206.0,41.2,C,1.648,FAIL
23,72,15,57,7,174.0,34.8,NG,1.392,FAIL
92,8,54,35,30,219.0,43.8,C,1.7519999999999998,FAIL
30,95,9,6,19,159.0,31.8,NG,1.272,FAIL
45,39,20,34,68,206.0,41.2,C,1.648,FAIL
10,21,57,20,87,195.0,39.0,C,1.56,FAIL
28,74,31,28,81,242.0,48.4,C,1.936,FAIL
92,48,3,45,20,208.0,41.6,C,1.6640000000000001,FAIL
81,7,35,26,25,174.0,34.8,NG,1.392,FAIL
9,2,85,0,9,105.0,21.0,NG,0.84,FAIL
96,98,21,90,63,368.0,73.6,B+,2.944,FAIL
92,37,83,72,80,364.0,72.8,B+,2.912,PASS
56,98,36,81,31,302.0,60.4,B,2.416,FAIL
16,31,14,16,71,148.0,29.6,NG,1.184,FAIL
94,80,94,68,32,368.0,73.6,B+,2.944,FAIL
97,73,75,19,35,299.0,59.8,C+,2.392,FAIL
66,68,29,98,2,263.0,52.6,C+,2.104,FAIL
0,31,70,60,66,227.0,45.4,C,1.8159999999999998,FAIL
26,47,72,7,93,245.0,49.0,C,1.96,FAIL
74,3,88,75,1,241.0,48.2,C,1.928,FAIL
36,93,32,59,40,260.0,52.0,C+,2.08,FAIL
63,37,3,21,71,195.0,39.0,C,1.56,FAIL
88,29,93,80,84,374.0,74.8,B+,2.992,FAIL
54,57,63,12,54,240.0,48.0,C,1.92,FAIL
24,88,4,3,26,145.0,29.0,NG,1.16,FAIL
21,15,31,12,54,133.0,26.6,NG,1.064,FAIL
7,77,75,59,94,312.0,62.4,B,2.496,FAIL
97,91,12,73,61,334.0,66.8,B,2.6719999999999997,FAIL
9,92,46,52,38,237.0,47.4,C,1.896,FAIL
16,99,34,84,99,332.0,66.4,B,2.656,FAIL
5,26,62,69,93,255.0,51.0,C+,2.04,FAIL
35,88,75,53,13,264.0,52.8,C+,2.112,FAIL
62,74,39,2,67,244.0,48.8,C,1.952,FAIL
37,61,15,1,8,122.0,24.4,NG,0.976,FAIL
28,41,61,11,0,141.0,28.2,NG,1.128,FAIL
4,30,76,8,61,179.0,35.8,C,1.432,FAIL
46,7,67,56,7,183.0,36.6,C,1.464,FAIL
93,52,53,92,38,328.0,65.6,B,2.6240000000000006,PASS
56,7,11,74,72,220.0,44.0,C,1.76,FAIL
48,9,73,99,78,307.0,61.4,B,2.456,FAIL
28,15,48,38,83,212.0,42.4,C,1.696,FAIL
89,98,71,84,36,378.0,75.6,B+,3.0239999999999996,PASS
66,42,90,20,63,281.0,56.2,C+,2.248,FAIL
45,23,66,87,4,225.0,45.0,C,1.8,FAIL
99,13,43,74,13,242.0,48.4,C,1.936,FAIL
65,84,13,57,57,276.0,55.2,C+,2.208,FAIL
13,79,44,77,25,238.0,47.6,C,1.9039999999999997,FAIL
37,92,97,35,18,279.0,55.8,C+,2.232,FAIL
78,25,78,37,19,237.0,47.4,C,1.896,FAIL
18,76,35,48,26,203.0,40.6,C,1.624,FAIL
61,67,59,24,61,272.0,54.4,C+,2.176,FAIL
89,3,38,14,76,220.0,44.0,C,1.76,FAIL
89,98,31,38,1,257.0,51.4,C+,2.056,FAIL
61,66,78,1,97,303.0,60.6,B,2.424,FAIL
83,71,37,3,18,212.0,42.4,C,1.696,FAIL
52,66,83,9,12,222.0,44.4,C,1.776,FAIL
20,42,33,74,83,252.0,50.4,C+,2.016,FAIL
69,15,17,26,98,225.0,45.0,C,1.8,FAIL
35,0,39,48,95,217.0,43.4,C,1.736,FAIL
82,31,20,30,70,233.0,46.6,C,1.864,FAIL
53,36,37,64,96,286.0,57.2,C+,2.288,PASS
7,73,85,74,62,301.0,60.2,B,2.408,FAIL
32,46,96,85,22,281.0,56.2,C+,2.248,FAIL
69,28,6,53,27,183.0,36.6,C,1.464,FAIL
12,2,43,46,95,198.0,39.6,C,1.584,FAIL
32,70,11,24,67,204.0,40.8,C,1.632,FAIL
21,79,69,47,41,257.0,51.4,C+,2.056,FAIL
39,26,93,93,4,255.0,51.0,C+,2.04,FAIL
0,8,48,22,12,90.0,18.0,NG,0.72,FAIL
66,79,56,77,24,302.0,60.4,B,2.416,FAIL
82,71,40,42,19,254.0,50.8,C+,2.032,FAIL
41,57,6,72,83,259.0,51.8,C+,2.072,FAIL
81,80,11,43,85,300.0,60.0,B,2.4,FAIL
80,20,30,69,16,215.0,43.0,C,1.72,FAIL
23,81,93,54,18,269.0,53.8,C+,2.152,FAIL
71,78,10,58,88,305.0,61.0,B,2.44,FAIL
94,52,82,74,45,347.0,69.4,B,2.776,PASS
53,49,38,0,76,216.0,43.2,C,1.7280000000000002,FAIL
40,4,24,40,0,108.0,21.6,NG,0.8640000000000001,FAIL
42,82,20,69,98,311.0,62.2,B,2.488,FAIL
85,15,72,27,12,211.0,42.2,C,1.6879999999999997,FAIL
42,17,38,96,75,268.0,53.6,C+,2.144,FAIL
45,10,66,82,67,270.0,54.0,C+,2.16,FAIL
16,70,71,96,83,336.0,67.2,B,2.688,FAIL
26,59,51,37,75,248.0,49.6,C,1.984,FAIL
86,72,7,96,39,300.0,60.0,B,2.4,FAIL
48,92,40,40,76,296.0,59.2,C+,2.368,PASS
36,54,6,97,68,261.0,52.2,C+,2.088,FAIL
26,67,97,2,75,267.0,53.4,C+,2.136,FAIL
57,75,62,27,68,289.0,57.8,C+,2.312,FAIL
74,39,58,72,36,279.0,55.8,C+,2.232,PASS
76,70,21,83,79,329.0,65.8,B,2.6319999999999997,FAIL
3,54,15,31,88,191.0,38.2,C,1.528,FAIL
90,40,22,90,43,285.0,57.0,C+,2.28,FAIL
78,62,47,65,82,334.0,66.8,B,2.6719999999999997,PASS
23,66,74,79,34,276.0,55.2,C+,2.208,FAIL
70,7,95,2,77,251.0,50.2,C+,2.008,FAIL
52,75,26,60,83,296.0,59.2,C+,2.368,FAIL
22,13,75,98,2,210.0,42.0,C,1.68,FAIL
99,55,63,36,70,323.0,64.6,B,2.5840000000000005,PASS
15,91,4,56,3,169.0,33.8,NG,1.352,FAIL
15,79,65,30,24,213.0,42.6,C,1.704,FAIL
87,77,74,0,70,308.0,61.6,B,2.464,FAIL
33,23,99,58,81,294.0,58.8,C+,2.352,FAIL
40,21,43,19,50,173.0,34.6,NG,1.3839999999999997,FAIL
98,86,84,28,14,310.0,62.0,B,2.48,FAIL
73,63,8,75,7,226.0,45.2,C,1.808,FAIL
89,56,41,1,84,271.0,54.2,C+,2.168,FAIL
66,71,35,99,90,361.0,72.2,B+,2.888,PASS
27,89,84,59,9,268.0,53.6,C+,2.144,FAIL
34,71,9,62,4,180.0,36.0,C,1.44,FAIL
26,56,82,73,69,306.0,61.2,B,2.448,FAIL
89,7,46,75,28,245.0,49.0,C,1.96,FAIL
66,66,97,64,39,332.0,66.4,B,2.656,PASS
80,62,23,35,96,296.0,59.2,C+,2.368,FAIL
21,87,27,68,40,243.0,48.6,C,1.944,FAIL
8,61,77,6,38,190.0,38.0,C,1.52,FAIL
41,33,85,60,57,276.0,55.2,C+,2.208,FAIL
12,30,30,95,90,257.0,51.4,C+,2.056,FAIL
69,42,30,95,51,287.0,57.4,C+,2.296,FAIL
64,41,97,22,46,270.0,54.0,C+,2.16,FAIL
28,92,65,6,19,210.0,42.0,C,1.68,FAIL
3,27,54,24,3,111.0,22.2,NG,0.888,FAIL
95,68,40,68,15,286.0,57.2,C+,2.288,FAIL
74,90,29,78,5,276.0,55.2,C+,2.208,FAIL
68,46,25,98,72,309.0,61.8,B,2.472,FAIL
15,86,27,91,12,231.0,46.2,C,1.848,FAIL
95,26,59,54,26,260.0,52.0,C+,2.08,FAIL
28,68,60,83,59,298.0,59.6,C+,2.384,FAIL
56,19,89,67,15,246.0,49.2,C,1.9680000000000002,FAIL
7,91,24,0,94,216.0,43.2,C,1.7280000000000002,FAIL
36,61,25,95,3,220.0,44.0,C,1.76,FAIL
81,94,65,78,79,397.0,79.4,B+,3.176,PASS
11,10,71,92,15,199.0,39.8,C,1.592,FAIL
70,15,18,3,68,174.0,34.8,NG,1.392,FAIL
55,77,29,61,87,309.0,61.8,B,2.472,FAIL
67,96,15,99,50,327.0,65.4,B,2.616,FAIL
41,14,60,13,84,212.0,42.4,C,1.696,FAIL
46,3,88,2,4,143.0,28.6,NG,1.144,FAIL
2,24,58,47,79,210.0,42.0,C,1.68,FAIL
74,76,16,63,70,299.0,59.8,C+,2.392,FAIL
72,90,61,31,85,339.0,67.8,B,2.7120000000000006,FAIL
97,99,34,92,76,398.0,79.6,B+,3.184,FAIL
18,75,93,64,90,340.0,68.0,B,2.72,FAIL
94,98,47,77,15,331.0,66.2,B,2.648,FAIL
23,88,21,3,61,196.0,39.2,C,1.568,FAIL
49,14,6,30,47,146.0,29.2,NG,1.168,FAIL
30,73,61,28,79,271.0,54.2,C+,2.168,FAIL
86,19,68,65,88,326.0,65.2,B,2.608,FAIL
83,79,53,91,73,379.0,75.8,B+,3.032,PASS
88,19,74,13,83,277.0,55.4,C+,2.216,FAIL
64,84,23,30,23,224.0,44.8,C,1.7920000000000003,FAIL
37,74,9,95,23,238.0,47.6,C,1.9039999999999997,FAIL
89,82,11,38,41,261.0,52.2,C+,2.088,FAIL
33,84,62,90,86,355.0,71.0,B+,2.84,FAIL
19,39,85,53,40,236.0,47.2,C,1.888,FAIL
42,46,16,47,46,197.0,39.4,C,1.5759999999999998,FAIL
40,57,67,61,59,284.0,56.8,C+,2.272,PASS
73,60,48,31,64,276.0,55.2,C+,2.208,FAIL
31,12,95,19,61,218.0,43.6,C,1.744,FAIL
82,71,93,18,18,282.0,56.4,C+,2.256,FAIL
63,0,41,32,66,202.0,40.4,C,1.6160000000000003,FAIL
22,62,20,47,49,200.0,40.0,C,1.6,FAIL
63,71,24,19,78,255.0,51.0,C+,2.04,FAIL
0,78,45,44,37,204.0,40.8,C,1.632,FAIL
82,73,47,90,30,322.0,64.4,B,2.576,FAIL
76,59,51,46,4,236.0,47.2,C,1.888,FAIL
65,10,63,65,39,242.0,48.4,C,1.936,FAIL
42,87,84,3,82,298.0,59.6,C+,2.384,FAIL
65,65,18,83,20,251.0,50.2,C+,2.008,FAIL
16,2,94,58,72,242.0,48.4,C,1.936,FAIL
30,23,16,34,26,129.0,25.8,NG,1.032,FAIL
51,13,85,84,32,265.0,53.0,C+,2.12,FAIL
52,24,28,93,49,246.0,49.2,C,1.9680000000000002,FAIL
35,70,38,28,94,265.0,53.0,C+,2.12,FAIL
62,77,91,69,47,346.0,69.2,B,2.7679999999999993,PASS
48,78,68,54,26,274.0,54.8,C+,2.192,FAIL
47,44,92,32,40,255.0,51.0,C+,2.04,FAIL
26,0,20,22,30,98.0,19.6,NG,0.784,FAIL
62,96,29,76,68,331.0,66.2,B,2.648,FAIL
32,30,91,94,75,322.0,64.4,B,2.576,FAIL
51,9,99,4,16,179.0,35.8,C,1.432,FAIL
20,66,50,77,50,263.0,52.6,C+,2.104,FAIL
75,21,36,85,1,218.0,43.6,C,1.744,FAIL
85,98,92,53,13,341.0,68.2,B,2.728,FAIL
97,30,73,13,20,233.0,46.6,C,1.864,FAIL
12,53,8,13,1,87.0,17.4,NG,0.696,FAIL
80,53,38,34,7,212.0,42.4,C,1.696,FAIL
89,19,76,71,77,332.0,66.4,B,2.656,FAIL
61,62,17,6,42,188.0,37.6,C,1.504,FAIL
64,35,43,96,66,304.0,60.8,B,2.432,PASS
5,9,62,73,1,150.0,30.0,NG,1.2,FAIL
76,53,96,30,78,333.0,66.6,B,2.664,FAIL
34,91,24,47,77,273.0,54.6,C+,2.184,FAIL
46,66,65,83,90,350.0,70.0,B+,2.8,PASS
79,39,72,14,78,282.0,56.4,C+,2.256,FAIL
97,87,45,66,29,324.0,64.8,B,2.592,FAIL
9,11,43,32,62,157.0,31.4,NG,1.256,FAIL
44,12,49,5,11,121.0,24.2,NG,0.968,FAIL
11,10,50,29,70,170.0,34.0,NG,1.36,FAIL
16,57,89,21,0,183.0,36.6,C,1.464,FAIL
10,2,0,27,3,42.0,8.4,NG,0.336,FAIL
41,98,45,81,9,274.0,54.8,C+,2.192,FAIL
78,74,32,52,92,328.0,65.6,B,2.6240000000000006,FAIL
66,49,89,69,68,341.0,68.2,B,2.728,PASS
79,31,1,77,7,195.0,39.0,C,1.56,FAIL
37,48,20,40,30,175.0,35.0,C,1.4,FAIL
20,42,57,26,12,157.0,31.4,NG,1.256,FAIL
10,59,45,64,31,209.0,41.8,C,1.672,FAIL
25,28,0,17,41,111.0,22.2,NG,0.888,FAIL
55,11,2,79,43,190.0,38.0,C,1.52,FAIL
76,98,31,24,4,233.0,46.6,C,1.864,FAIL
