Physics,Chemistry,Math,Computer,Average Marks,Total Marks,Percentages %,Grades,Final Results
25,32,12,83,38.0,152.0,38.0,C,FAIL
97,48,37,99,70.25,281.0,70.25,B+,PASS
65,43,19,64,47.75,191.0,47.75,C,FAIL
97,97,63,30,71.75,287.0,71.75,B+,FAIL
0,28,15,35,19.5,78.0,19.5,NG,FAIL
56,56,33,91,59.0,236.0,59.0,C+,FAIL
45,74,24,38,45.25,181.0,45.25,C,FAIL
62,41,65,17,46.25,185.0,46.25,C,FAIL
57,68,92,96,78.25,313.0,78.25,B+,PASS
46,79,51,45,55.25,221.0,55.25,C+,PASS
30,46,96,45,54.25,217.0,54.25,C+,FAIL
22,1,69,90,45.5,182.0,45.5,C,FAIL
45,34,63,15,39.25,157.0,39.25,C,FAIL
96,99,97,47,84.75,339.0,84.75,A,PASS
5,6,28,55,23.5,94.0,23.5,NG,FAIL
10,44,57,55,41.5,166.0,41.5,C,FAIL
97,15,48,97,64.25,257.0,64.25,B,FAIL
66,80,95,75,79.0,316.0,79.0,B+,PASS
90,89,46,17,60.5,242.0,60.5,B,FAIL
93,73,60,94,80.0,320.0,80.0,A,PASS
30,21,46,4,25.25,101.0,25.25,NG,FAIL
10,0,9,95,28.5,114.0,28.5,NG,FAIL
41,70,33,73,54.25,217.0,54.25,C+,FAIL
72,59,37,3,42.75,171.0,42.75,C,FAIL
55,18,81,0,38.5,154.0,38.5,C,FAIL
58,77,75,33,60.75,243.0,60.75,B,FAIL
53,24,28,48,38.25,153.0,38.25,C,FAIL
63,94,2,25,46.0,184.0,46.0,C,FAIL
46,64,98,10,54.5,218.0,54.5,C+,FAIL
19,38,15,87,39.75,159.0,39.75,C,FAIL
38,85,15,76,53.5,214.0,53.5,C+,FAIL
75,23,18,75,47.75,191.0,47.75,C,FAIL
53,83,81,74,72.75,291.0,72.75,B+,PASS
97,81,34,5,54.25,217.0,54.25,C+,FAIL
37,61,84,70,63.0,252.0,63.0,B,PASS
98,22,51,18,47.25,189.0,47.25,C,FAIL
67,31,1,86,46.25,185.0,46.25,C,FAIL
63,43,16,73,48.75,195.0,48.75,C,FAIL
22,52,99,19,48.0,192.0,48.0,C,FAIL
55,5,19,13,23.0,92.0,23.0,NG,FAIL
29,56,28,44,39.25,157.0,39.25,C,FAIL
43,58,61,91,63.25,253.0,63.25,B,PASS
1,49,67,4,30.25,121.0,30.25,NG,FAIL
48,24,26,0,24.5,98.0,24.5,NG,FAIL
52,0,95,54,50.25,201.0,50.25,C+,FAIL
97,2,45,17,40.25,161.0,40.25,C,FAIL
54,62,95,63,68.5,274.0,68.5,B,PASS
1,94,75,34,51.0,204.0,51.0,C+,FAIL
93,85,48,63,72.25,289.0,72.25,B+,PASS
61,99,42,7,52.25,209.0,52.25,C+,FAIL
65,53,9,46,43.25,173.0,43.25,C,FAIL
67,33,30,76,51.5,206.0,51.5,C+,FAIL
42,3,62,22,32.25,129.0,32.25,NG,FAIL
15,20,96,30,40.25,161.0,40.25,C,FAIL
3,54,37,52,36.5,146.0,36.5,C,FAIL
28,64,99,98,72.25,289.0,72.25,B+,FAIL
10,6,34,50,25.0,100.0,25.0,NG,FAIL
29,12,62,61,41.0,164.0,41.0,C,FAIL
44,37,2,94,44.25,177.0,44.25,C,FAIL
98,20,4,61,45.75,183.0,45.75,C,FAIL
33,50,91,77,62.75,251.0,62.75,B,FAIL
80,16,83,94,68.25,273.0,68.25,B,FAIL
12,86,54,23,43.75,175.0,43.75,C,FAIL
80,66,71,36,63.25,253.0,63.25,B,PASS
95,15,96,3,52.25,209.0,52.25,C+,FAIL
96,99,1,81,69.25,277.0,69.25,B,FAIL
54,11,8,66,34.75,139.0,34.75,NG,FAIL
38,16,71,12,34.25,137.0,34.25,NG,FAIL
53,58,95,97,75.75,303.0,75.75,B+,PASS
64,60,80,94,74.5,298.0,74.5,B+,PASS
95,60,41,84,70.0,280.0,70.0,B+,PASS
20,29,47,57,38.25,153.0,38.25,C,FAIL
98,81,3,48,57.5,230.0,57.5,C+,FAIL
80,36,64,88,67.0,268.0,67.0,B,PASS
82,40,62,65,62.25,249.0,62.25,B,PASS
32,92,88,64,69.0,276.0,69.0,B,FAIL
24,17,35,55,32.75,131.0,32.75,NG,FAIL
76,73,62,63,68.5,274.0,68.5,B,PASS
41,66,20,44,42.75,171.0,42.75,C,FAIL
53,28,24,90,48.75,195.0,48.75,C,FAIL
4,39,12,18,18.25,73.0,18.25,NG,FAIL
53,74,23,37,46.75,187.0,46.75,C,FAIL
14,8,24,99,36.25,145.0,36.25,C,FAIL
82,6,55,70,53.25,213.0,53.25,C+,FAIL
91,61,34,21,51.75,207.0,51.75,C+,FAIL
7,16,53,65,35.25,141.0,35.25,C,FAIL
90,73,95,22,70.0,280.0,70.0,B+,FAIL
87,67,76,21,62.75,251.0,62.75,B,FAIL
35,13,56,11,28.75,115.0,28.75,NG,FAIL
34,94,12,86,56.5,226.0,56.5,C+,FAIL
14,5,75,64,39.5,158.0,39.5,C,FAIL
47,83,39,68,59.25,237.0,59.25,C+,PASS
78,32,1,76,46.75,187.0,46.75,C,FAIL
26,83,1,27,34.25,137.0,34.25,NG,FAIL
9,55,25,44,33.25,133.0,33.25,NG,FAIL
33,4,74,62,43.25,173.0,43.25,C,FAIL
4,55,44,51,38.5,154.0,38.5,C,FAIL
99,31,10,34,43.5,174.0,43.5,C,FAIL
45,90,42,66,60.75,243.0,60.75,B,PASS
42,75,84,84,71.25,285.0,71.25,B+,PASS
92,53,70,29,61.0,244.0,61.0,B,FAIL
73,59,82,84,74.5,298.0,74.5,B+,PASS
45,29,69,61,51.0,204.0,51.0,C+,FAIL
85,31,95,2,53.25,213.0,53.25,C+,FAIL
7,25,23,34,22.25,89.0,22.25,NG,FAIL
11,26,4,3,11.0,44.0,11.0,NG,FAIL
91,18,40,27,44.0,176.0,44.0,C,FAIL
29,38,64,54,46.25,185.0,46.25,C,FAIL
60,98,94,39,72.75,291.0,72.75,B+,PASS
40,55,49,5,37.25,149.0,37.25,C,FAIL
7,95,40,67,52.25,209.0,52.25,C+,FAIL
91,24,49,78,60.5,242.0,60.5,B,FAIL
93,40,88,81,75.5,302.0,75.5,B+,PASS
5,68,88,98,64.75,259.0,64.75,B,FAIL
92,85,22,19,54.5,218.0,54.5,C+,FAIL
67,63,44,50,56.0,224.0,56.0,C+,PASS
49,81,54,30,53.5,214.0,53.5,C+,FAIL
72,95,67,7,60.25,241.0,60.25,B,FAIL
70,52,19,73,53.5,214.0,53.5,C+,FAIL
43,36,61,65,51.25,205.0,51.25,C+,PASS
94,32,66,58,62.5,250.0,62.5,B,FAIL
96,32,82,26,59.0,236.0,59.0,C+,FAIL
32,46,68,55,50.25,201.0,50.25,C+,FAIL
31,56,80,64,57.75,231.0,57.75,C+,FAIL
8,26,83,67,46.0,184.0,46.0,C,FAIL
57,6,25,29,29.25,117.0,29.25,NG,FAIL
42,52,71,0,41.25,165.0,41.25,C,FAIL
94,17,6,99,54.0,216.0,54.0,C+,FAIL
0,65,88,39,48.0,192.0,48.0,C,FAIL
0,38,85,33,39.0,156.0,39.0,C,FAIL
28,28,60,70,46.5,186.0,46.5,C,FAIL
32,0,86,61,44.75,179.0,44.75,C,FAIL
12,61,5,69,36.75,147.0,36.75,C,FAIL
20,98,45,94,64.25,257.0,64.25,B,FAIL
85,79,40,87,72.75,291.0,72.75,B+,PASS
85,69,14,72,60.0,240.0,60.0,B,FAIL
40,41,93,86,65.0,260.0,65.0,B,PASS
62,72,51,38,55.75,223.0,55.75,C+,PASS
14,93,63,7,44.25,177.0,44.25,C,FAIL
76,40,76,53,61.25,245.0,61.25,B,PASS
90,63,52,31,59.0,236.0,59.0,C+,FAIL
59,34,86,10,47.25,189.0,47.25,C,FAIL
68,96,93,65,80.5,322.0,80.5,A,PASS
55,40,51,43,47.25,189.0,47.25,C,PASS
67,78,99,89,83.25,333.0,83.25,A,PASS
78,22,65,69,58.5,234.0,58.5,C+,FAIL
56,86,64,6,53.0,212.0,53.0,C+,FAIL
95,89,13,34,57.75,231.0,57.75,C+,FAIL
15,69,69,51,51.0,204.0,51.0,C+,FAIL
18,73,33,34,39.5,158.0,39.5,C,FAIL
8,78,99,12,49.25,197.0,49.25,C,FAIL
82,84,14,22,50.5,202.0,50.5,C+,FAIL
85,22,26,32,41.25,165.0,41.25,C,FAIL
74,60,32,74,60.0,240.0,60.0,B,FAIL
84,16,15,89,51.0,204.0,51.0,C+,FAIL
72,70,32,60,58.5,234.0,58.5,C+,FAIL
0,16,29,86,32.75,131.0,32.75,NG,FAIL
48,15,74,43,45.0,180.0,45.0,C,FAIL
23,73,95,63,63.5,254.0,63.5,B,FAIL
85,38,83,10,54.0,216.0,54.0,C+,FAIL
81,42,70,90,70.75,283.0,70.75,B+,PASS
16,38,87,0,35.25,141.0,35.25,C,FAIL
76,38,97,45,64.0,256.0,64.0,B,PASS
86,67,76,67,74.0,296.0,74.0,B+,PASS
75,55,34,55,54.75,219.0,54.75,C+,FAIL
25,5,34,41,26.25,105.0,26.25,NG,FAIL
53,26,2,76,39.25,157.0,39.25,C,FAIL
4,34,45,84,41.75,167.0,41.75,C,FAIL
63,36,75,63,59.25,237.0,59.25,C+,PASS
4,2,21,36,15.75,63.0,15.75,NG,FAIL
36,51,73,48,52.0,208.0,52.0,C+,PASS
70,43,20,7,35.0,140.0,35.0,C,FAIL
83,17,38,33,42.75,171.0,42.75,C,FAIL
40,63,46,53,50.5,202.0,50.5,C+,PASS
19,9,74,61,40.75,163.0,40.75,C,FAIL
42,19,45,21,31.75,127.0,31.75,NG,FAIL
19,36,69,80,51.0,204.0,51.0,C+,FAIL
32,66,71,55,56.0,224.0,56.0,C+,FAIL
88,7,42,80,54.25,217.0,54.25,C+,FAIL
16,5,85,88,48.5,194.0,48.5,C,FAIL
96,15,59,18,47.0,188.0,47.0,C,FAIL
12,46,22,35,28.75,115.0,28.75,NG,FAIL
69,81,2,54,51.5,206.0,51.5,C+,FAIL
24,37,94,73,57.0,228.0,57.0,C+,FAIL
17,31,44,66,39.5,158.0,39.5,C,FAIL
58,65,6,68,49.25,197.0,49.25,C,FAIL
90,4,68,9,42.75,171.0,42.75,C,FAIL
43,48,51,25,41.75,167.0,41.75,C,FAIL
45,75,99,43,65.5,262.0,65.5,B,PASS
3,34,22,76,33.75,135.0,33.75,NG,FAIL
75,58,99,16,62.0,248.0,62.0,B,FAIL
80,69,48,0,49.25,197.0,49.25,C,FAIL
86,21,7,94,52.0,208.0,52.0,C+,FAIL
62,14,44,18,34.5,138.0,34.5,NG,FAIL
18,1,70,66,38.75,155.0,38.75,C,FAIL
44,54,60,54,53.0,212.0,53.0,C+,PASS
81,4,22,16,30.75,123.0,30.75,NG,FAIL
80,84,15,84,65.75,263.0,65.75,B,FAIL
44,50,57,31,45.5,182.0,45.5,C,FAIL
59,89,27,53,57.0,228.0,57.0,C+,FAIL
37,51,83,51,55.5,222.0,55.5,C+,PASS
43,75,72,76,66.5,266.0,66.5,B,PASS
8,51,19,7,21.25,85.0,21.25,NG,FAIL
16,18,19,47,25.0,100.0,25.0,NG,FAIL
48,6,57,25,34.0,136.0,34.0,NG,FAIL
49,32,48,56,46.25,185.0,46.25,C,FAIL
86,49,98,86,79.75,319.0,79.75,B+,PASS
89,8,55,44,49.0,196.0,49.0,C,FAIL
79,56,93,29,64.25,257.0,64.25,B,FAIL
38,19,14,29,25.0,100.0,25.0,NG,FAIL
32,69,63,24,47.0,188.0,47.0,C,FAIL
37,3,2,52,23.5,94.0,23.5,NG,FAIL
63,68,63,75,67.25,269.0,67.25,B,PASS
38,86,53,43,55.0,220.0,55.0,C+,PASS
28,8,54,10,25.0,100.0,25.0,NG,FAIL
95,51,15,98,64.75,259.0,64.75,B,FAIL
36,99,90,21,61.5,246.0,61.5,B,FAIL
95,62,57,91,76.25,305.0,76.25,B+,PASS
75,20,16,26,34.25,137.0,34.25,NG,FAIL
82,40,93,53,67.0,268.0,67.0,B,PASS
40,33,99,26,49.5,198.0,49.5,C,FAIL
4,69,3,42,29.5,118.0,29.5,NG,FAIL
86,38,9,10,35.75,143.0,35.75,C,FAIL
97,16,77,80,67.5,270.0,67.5,B,FAIL
93,77,5,10,46.25,185.0,46.25,C,FAIL
60,5,57,73,48.75,195.0,48.75,C,FAIL
81,73,74,82,77.5,310.0,77.5,B+,PASS
96,28,55,84,65.75,263.0,65.75,B,FAIL
90,69,5,49,53.25,213.0,53.25,C+,FAIL
13,1,44,92,37.5,150.0,37.5,C,FAIL
14,32,20,5,17.75,71.0,17.75,NG,FAIL
35,38,9,18,25.0,100.0,25.0,NG,FAIL
80,1,29,20,32.5,130.0,32.5,NG,FAIL
78,48,21,5,38.0,152.0,38.0,C,FAIL
7,17,41,76,35.25,141.0,35.25,C,FAIL
26,37,83,18,41.0,164.0,41.0,C,FAIL
14,90,13,64,45.25,181.0,45.25,C,FAIL
72,68,98,6,61.0,244.0,61.0,B,FAIL
46,68,62,50,56.5,226.0,56.5,C+,PASS
35,20,77,11,35.75,143.0,35.75,C,FAIL
81,7,51,30,42.25,169.0,42.25,C,FAIL
11,11,0,80,25.5,102.0,25.5,NG,FAIL
76,7,70,59,53.0,212.0,53.0,C+,FAIL
35,34,81,55,51.25,205.0,51.25,C+,FAIL
72,36,36,9,38.25,153.0,38.25,C,FAIL
4,77,7,1,22.25,89.0,22.25,NG,FAIL
82,14,84,56,59.0,236.0,59.0,C+,FAIL
22,26,2,64,28.5,114.0,28.5,NG,FAIL
68,47,46,32,48.25,193.0,48.25,C,FAIL
59,99,36,3,49.25,197.0,49.25,C,FAIL
59,31,24,55,42.25,169.0,42.25,C,FAIL
11,25,16,12,16.0,64.0,16.0,NG,FAIL
98,46,41,79,66.0,264.0,66.0,B,PASS
89,11,60,75,58.75,235.0,58.75,C+,FAIL
2,16,49,82,37.25,149.0,37.25,C,FAIL
43,24,84,43,48.5,194.0,48.5,C,FAIL
99,66,78,68,77.75,311.0,77.75,B+,PASS
54,82,31,59,56.5,226.0,56.5,C+,FAIL
15,39,15,80,37.25,149.0,37.25,C,FAIL
25,2,97,2,31.5,126.0,31.5,NG,FAIL
90,37,62,98,71.75,287.0,71.75,B+,PASS
15,48,78,85,56.5,226.0,56.5,C+,FAIL
30,77,56,95,64.5,258.0,64.5,B,FAIL
40,24,51,26,35.25,141.0,35.25,C,FAIL
92,22,19,76,52.25,209.0,52.25,C+,FAIL
83,11,99,41,58.5,234.0,58.5,C+,FAIL
5,39,59,5,27.0,108.0,27.0,NG,FAIL
68,74,55,17,53.5,214.0,53.5,C+,FAIL
33,86,56,35,52.5,210.0,52.5,C+,FAIL
59,47,68,89,65.75,263.0,65.75,B,PASS
53,17,67,65,50.5,202.0,50.5,C+,FAIL
53,37,69,48,51.75,207.0,51.75,C+,PASS
13,76,4,47,35.0,140.0,35.0,C,FAIL
28,6,43,97,43.5,174.0,43.5,C,FAIL
65,99,26,42,58.0,232.0,58.0,C+,FAIL
53,94,45,32,56.0,224.0,56.0,C+,FAIL
35,5,7,31,19.5,78.0,19.5,NG,FAIL
39,94,95,9,59.25,237.0,59.25,C+,FAIL
49,15,93,6,40.75,163.0,40.75,C,FAIL
42,52,44,64,50.5,202.0,50.5,C+,PASS
99,91,14,7,52.75,211.0,52.75,C+,FAIL
47,21,78,34,45.0,180.0,45.0,C,FAIL
34,50,81,43,52.0,208.0,52.0,C+,FAIL
62,0,16,91,42.25,169.0,42.25,C,FAIL
66,17,43,3,32.25,129.0,32.25,NG,FAIL
61,43,98,37,59.75,239.0,59.75,C+,PASS
46,45,57,52,50.0,200.0,50.0,C+,PASS
76,91,70,83,80.0,320.0,80.0,A,PASS
71,46,22,48,46.75,187.0,46.75,C,FAIL
76,1,61,43,45.25,181.0,45.25,C,FAIL
40,3,92,46,45.25,181.0,45.25,C,FAIL
77,95,68,26,66.5,266.0,66.5,B,FAIL
96,41,99,94,82.5,330.0,82.5,A,PASS
10,1,73,11,23.75,95.0,23.75,NG,FAIL
58,98,10,9,43.75,175.0,43.75,C,FAIL
97,52,88,26,65.75,263.0,65.75,B,FAIL
88,52,0,87,56.75,227.0,56.75,C+,FAIL
49,11,95,89,61.0,244.0,61.0,B,FAIL
66,46,11,85,52.0,208.0,52.0,C+,FAIL
84,13,82,44,55.75,223.0,55.75,C+,FAIL
90,95,71,75,82.75,331.0,82.75,A,PASS
46,22,78,69,53.75,215.0,53.75,C+,FAIL
93,12,53,81,59.75,239.0,59.75,C+,FAIL
16,69,56,7,37.0,148.0,37.0,C,FAIL
96,71,74,16,64.25,257.0,64.25,B,FAIL
46,64,15,40,41.25,165.0,41.25,C,FAIL
68,65,77,97,76.75,307.0,76.75,B+,PASS
78,82,73,23,64.0,256.0,64.0,B,FAIL
16,70,78,15,44.75,179.0,44.75,C,FAIL
64,15,96,14,47.25,189.0,47.25,C,FAIL
1,91,3,13,27.0,108.0,27.0,NG,FAIL
87,75,46,14,55.5,222.0,55.5,C+,FAIL
9,64,42,6,30.25,121.0,30.25,NG,FAIL
20,35,23,61,34.75,139.0,34.75,NG,FAIL
36,78,90,29,58.25,233.0,58.25,C+,FAIL
82,44,2,75,50.75,203.0,50.75,C+,FAIL
85,72,84,46,71.75,287.0,71.75,B+,PASS
65,49,13,75,50.5,202.0,50.5,C+,FAIL
86,49,2,84,55.25,221.0,55.25,C+,FAIL
22,9,32,14,19.25,77.0,19.25,NG,FAIL
27,78,98,44,61.75,247.0,61.75,B,FAIL
44,10,32,44,32.5,130.0,32.5,NG,FAIL
56,62,43,94,63.75,255.0,63.75,B,PASS
14,63,10,92,44.75,179.0,44.75,C,FAIL
71,36,49,81,59.25,237.0,59.25,C+,PASS
5,90,14,53,40.5,162.0,40.5,C,FAIL
68,75,61,54,64.5,258.0,64.5,B,PASS
57,73,87,13,57.5,230.0,57.5,C+,FAIL
14,93,43,10,40.0,160.0,40.0,C,FAIL
73,77,59,4,53.25,213.0,53.25,C+,FAIL
0,88,17,6,27.75,111.0,27.75,NG,FAIL
6,81,37,16,35.0,140.0,35.0,C,FAIL
96,82,84,44,76.5,306.0,76.5,B+,PASS
1,98,30,27,39.0,156.0,39.0,C,FAIL
24,61,54,6,36.25,145.0,36.25,C,FAIL
37,26,27,55,36.25,145.0,36.25,C,FAIL
84,43,72,0,49.75,199.0,49.75,C,FAIL
57,82,90,73,75.5,302.0,75.5,B+,PASS
14,52,73,33,43.0,172.0,43.0,C,FAIL
24,78,75,93,67.5,270.0,67.5,B,FAIL
23,7,49,73,38.0,152.0,38.0,C,FAIL
88,51,50,4,48.25,193.0,48.25,C,FAIL
17,20,99,89,56.25,225.0,56.25,C+,FAIL
33,54,27,56,42.5,170.0,42.5,C,FAIL
87,69,38,86,70.0,280.0,70.0,B+,PASS
93,64,35,88,70.0,280.0,70.0,B+,PASS
25,22,78,98,55.75,223.0,55.75,C+,FAIL
87,4,22,26,34.75,139.0,34.75,NG,FAIL
80,91,59,33,65.75,263.0,65.75,B,FAIL
43,9,4,54,27.5,110.0,27.5,NG,FAIL
28,55,1,75,39.75,159.0,39.75,C,FAIL
95,20,24,26,41.25,165.0,41.25,C,FAIL
97,58,85,10,62.5,250.0,62.5,B,FAIL
23,15,39,50,31.75,127.0,31.75,NG,FAIL
28,23,98,93,60.5,242.0,60.5,B,FAIL
33,13,26,95,41.75,167.0,41.75,C,FAIL
33,63,47,62,51.25,205.0,51.25,C+,FAIL
20,59,11,32,30.5,122.0,30.5,NG,FAIL
90,22,58,57,56.75,227.0,56.75,C+,FAIL
61,98,19,75,63.25,253.0,63.25,B,FAIL
95,2,72,53,55.5,222.0,55.5,C+,FAIL
84,89,16,42,57.75,231.0,57.75,C+,FAIL
57,52,41,71,55.25,221.0,55.25,C+,PASS
60,86,49,46,60.25,241.0,60.25,B,PASS
57,93,74,13,59.25,237.0,59.25,C+,FAIL
12,4,8,55,19.75,79.0,19.75,NG,FAIL
75,6,74,63,54.5,218.0,54.5,C+,FAIL
32,82,59,40,53.25,213.0,53.25,C+,FAIL
84,97,98,70,87.25,349.0,87.25,A,PASS
64,21,3,65,38.25,153.0,38.25,C,FAIL
27,45,80,33,46.25,185.0,46.25,C,FAIL
2,21,18,91,33.0,132.0,33.0,NG,FAIL
41,24,49,66,45.0,180.0,45.0,C,FAIL
87,66,36,11,50.0,200.0,50.0,C+,FAIL
58,19,8,18,25.75,103.0,25.75,NG,FAIL
38,67,31,69,51.25,205.0,51.25,C+,FAIL
91,26,2,63,45.5,182.0,45.5,C,FAIL
29,70,49,19,41.75,167.0,41.75,C,FAIL
28,74,16,80,49.5,198.0,49.5,C,FAIL
23,11,20,96,37.5,150.0,37.5,C,FAIL
22,97,21,31,42.75,171.0,42.75,C,FAIL
38,66,18,2,31.0,124.0,31.0,NG,FAIL
6,79,9,53,36.75,147.0,36.75,C,FAIL
13,67,74,48,50.5,202.0,50.5,C+,FAIL
82,50,55,51,59.5,238.0,59.5,C+,PASS
81,44,53,90,67.0,268.0,67.0,B,PASS
77,47,9,9,35.5,142.0,35.5,C,FAIL
6,80,8,51,36.25,145.0,36.25,C,FAIL
45,1,28,45,29.75,119.0,29.75,NG,FAIL
42,32,20,57,37.75,151.0,37.75,C,FAIL
94,17,37,79,56.75,227.0,56.75,C+,FAIL
71,74,71,95,77.75,311.0,77.75,B+,PASS
80,98,65,41,71.0,284.0,71.0,B+,PASS
42,21,72,53,47.0,188.0,47.0,C,FAIL
4,32,82,72,47.5,190.0,47.5,C,FAIL
41,69,49,19,44.5,178.0,44.5,C,FAIL
11,57,89,42,49.75,199.0,49.75,C,FAIL
78,0,80,47,51.25,205.0,51.25,C+,FAIL
14,37,77,56,46.0,184.0,46.0,C,FAIL
51,95,48,90,71.0,284.0,71.0,B+,PASS
0,84,75,97,64.0,256.0,64.0,B,FAIL
87,84,14,71,64.0,256.0,64.0,B,FAIL
80,89,87,81,84.25,337.0,84.25,A,PASS
46,13,46,30,33.75,135.0,33.75,NG,FAIL
71,44,98,28,60.25,241.0,60.25,B,FAIL
70,66,66,19,55.25,221.0,55.25,C+,FAIL
51,83,73,51,64.5,258.0,64.5,B,PASS
33,47,57,47,46.0,184.0,46.0,C,FAIL
26,21,45,94,46.5,186.0,46.5,C,FAIL
34,89,42,86,62.75,251.0,62.75,B,FAIL
84,57,57,89,71.75,287.0,71.75,B+,PASS
52,75,34,89,62.5,250.0,62.5,B,FAIL
78,45,43,99,66.25,265.0,66.25,B,PASS
56,32,84,9,45.25,181.0,45.25,C,FAIL
35,60,65,77,59.25,237.0,59.25,C+,PASS
89,91,24,54,64.5,258.0,64.5,B,FAIL
48,71,40,99,64.5,258.0,64.5,B,PASS
38,91,38,67,58.5,234.0,58.5,C+,PASS
19,20,48,27,28.5,114.0,28.5,NG,FAIL
72,92,69,48,70.25,281.0,70.25,B+,PASS
47,27,89,83,61.5,246.0,61.5,B,FAIL
62,24,51,94,57.75,231.0,57.75,C+,FAIL
2,82,17,44,36.25,145.0,36.25,C,FAIL
97,11,23,27,39.5,158.0,39.5,C,FAIL
80,54,53,40,56.75,227.0,56.75,C+,PASS
94,43,85,20,60.5,242.0,60.5,B,FAIL
45,70,68,73,64.0,256.0,64.0,B,PASS
64,74,59,7,51.0,204.0,51.0,C+,FAIL
79,18,49,53,49.75,199.0,49.75,C,FAIL
77,83,98,52,77.5,310.0,77.5,B+,PASS
31,8,29,91,39.75,159.0,39.75,C,FAIL
93,19,27,2,35.25,141.0,35.25,C,FAIL
67,28,98,47,60.0,240.0,60.0,B,FAIL
35,38,97,55,56.25,225.0,56.25,C+,PASS
19,74,46,73,53.0,212.0,53.0,C+,FAIL
62,93,15,57,56.75,227.0,56.75,C+,FAIL
53,74,6,26,39.75,159.0,39.75,C,FAIL
46,35,63,69,53.25,213.0,53.25,C+,PASS
12,91,51,99,63.25,253.0,63.25,B,FAIL
3,86,18,1,27.0,108.0,27.0,NG,FAIL
1,83,69,16,42.25,169.0,42.25,C,FAIL
91,33,84,6,53.5,214.0,53.5,C+,FAIL
97,92,34,52,68.75,275.0,68.75,B,FAIL
47,14,34,92,46.75,187.0,46.75,C,FAIL
53,16,75,1,36.25,145.0,36.25,C,FAIL
62,50,75,34,55.25,221.0,55.25,C+,FAIL
50,53,79,52,58.5,234.0,58.5,C+,PASS
81,50,49,70,62.5,250.0,62.5,B,PASS
9,34,24,37,26.0,104.0,26.0,NG,FAIL
24,38,21,77,40.0,160.0,40.0,C,FAIL
55,47,53,71,56.5,226.0,56.5,C+,PASS
77,12,78,20,46.75,187.0,46.75,C,FAIL
35,57,63,3,39.5,158.0,39.5,C,FAIL
93,97,86,77,88.25,353.0,88.25,A,PASS
86,85,62,35,67.0,268.0,67.0,B,PASS
15,24,38,1,19.5,78.0,19.5,NG,FAIL
46,87,2,91,56.5,226.0,56.5,C+,FAIL
34,13,92,49,47.0,188.0,47.0,C,FAIL
83,5,97,36,55.25,221.0,55.25,C+,FAIL
2,96,84,32,53.5,214.0,53.5,C+,FAIL
80,86,37,12,53.75,215.0,53.75,C+,FAIL
96,79,2,84,65.25,261.0,65.25,B,FAIL
44,53,57,4,39.5,158.0,39.5,C,FAIL
72,76,6,62,54.0,216.0,54.0,C+,FAIL
24,4,16,38,20.5,82.0,20.5,NG,FAIL
2,71,92,29,48.5,194.0,48.5,C,FAIL
37,65,18,62,45.5,182.0,45.5,C,FAIL
14,57,59,87,54.25,217.0,54.25,C+,FAIL
99,90,96,64,87.25,349.0,87.25,A,PASS
89,88,57,13,61.75,247.0,61.75,B,FAIL
49,97,22,8,44.0,176.0,44.0,C,FAIL
9,6,83,76,43.5,174.0,43.5,C,FAIL
22,56,7,67,38.0,152.0,38.0,C,FAIL
90,55,21,70,59.0,236.0,59.0,C+,FAIL
54,59,88,1,50.5,202.0,50.5,C+,FAIL
80,41,5,46,43.0,172.0,43.0,C,FAIL
51,28,47,59,46.25,185.0,46.25,C,FAIL
3,70,18,34,31.25,125.0,31.25,NG,FAIL
14,70,9,79,43.0,172.0,43.0,C,FAIL
55,79,59,85,69.5,278.0,69.5,B,PASS
97,33,17,94,60.25,241.0,60.25,B,FAIL
84,66,53,31,58.5,234.0,58.5,C+,FAIL
1,6,14,88,27.25,109.0,27.25,NG,FAIL
14,95,50,94,63.25,253.0,63.25,B,FAIL
9,51,49,41,37.5,150.0,37.5,C,FAIL
50,34,34,30,37.0,148.0,37.0,C,FAIL
40,68,1,64,43.25,173.0,43.25,C,FAIL
47,57,48,90,60.5,242.0,60.5,B,PASS
64,84,47,24,54.75,219.0,54.75,C+,FAIL
64,16,25,85,47.5,190.0,47.5,C,FAIL
9,92,27,9,34.25,137.0,34.25,NG,FAIL
32,66,30,27,38.75,155.0,38.75,C,FAIL
66,58,14,16,38.5,154.0,38.5,C,FAIL
67,75,74,52,67.0,268.0,67.0,B,PASS
76,69,17,24,46.5,186.0,46.5,C,FAIL
55,93,84,9,60.25,241.0,60.25,B,FAIL
19,71,21,84,48.75,195.0,48.75,C,FAIL
15,28,35,50,32.0,128.0,32.0,NG,FAIL
51,9,61,38,39.75,159.0,39.75,C,FAIL
0,89,79,51,54.75,219.0,54.75,C+,FAIL
85,44,73,0,50.5,202.0,50.5,C+,FAIL
54,17,52,66,47.25,189.0,47.25,C,FAIL
74,80,27,89,67.5,270.0,67.5,B,FAIL
0,97,11,75,45.75,183.0,45.75,C,FAIL
68,83,77,27,63.75,255.0,63.75,B,FAIL
34,28,75,82,54.75,219.0,54.75,C+,FAIL
75,32,95,19,55.25,221.0,55.25,C+,FAIL
65,67,14,78,56.0,224.0,56.0,C+,FAIL
99,93,2,60,63.5,254.0,63.5,B,FAIL
77,20,89,40,56.5,226.0,56.5,C+,FAIL
27,48,70,46,47.75,191.0,47.75,C,FAIL
